id,メーカー,車種,自動車タイプ,ボディタイプ,駆動方式,価格帯(万円),排気量(cc),最新モデル,グレード・モデル,先進安全装備,燃費(km/L)電費(Wh/km)水素燃費(km/kg),燃料の種類,自動車税(円),乗車定員,中古相場(万円),サイズ(mm)
620,NISSAN,キャラバン,普通車,バン/トラック,2WD,2708200~7498700,1998,2025_12,GRAND プレミアムGX MYROOM (QR20DE),360°セーフティアシスト,8.8,レギュラー,36000,5,57~1288,4695×1695×1990
621,NISSAN,キャラバン,普通車,バン/トラック,2WD,2708200~7498700,2439,2025_12,GRAND プレミアムGX MYROOM (4N16),360°セーフティアシスト,12,ディーゼル,43500,5,57~1288,4695×1695×1990
622,NISSAN,キャラバン,普通車,バン/トラック,4WD,2708200~7498700,2439,2025_12,GRAND プレミアムGX MYROOM (4N16),360°セーフティアシスト,12,ディーゼル,43500,5,57~1288,4695×1695×1990
623,SUBARU,ステラ,軽自動車,ハイトワゴン,2WD,1358500~2057000,658,2025_06,L,スマートアシスト,22.6,レギュラー,10800,4,-,3395×1475×1655
624,SUBARU,ステラ,軽自動車,ハイトワゴン,4WD,1358500~2057000,658,2025_06,L,スマートアシスト,20.6,レギュラー,10800,4,-,3395×1475×1670
625,SUBARU,ステラ,軽自動車,ハイトワゴン,2WD,1358500~2057000,658,2025_06,G,スマートアシスト,22.6,レギュラー,10800,4,-,3395×1475×1655
626,SUBARU,ステラ,軽自動車,ハイトワゴン,4WD,1358500~2057000,658,2025_06,G,スマートアシスト,20.6,レギュラー,10800,4,-,3395×1475×1670
627,SUBARU,ステラ,軽自動車,ハイトワゴン,2WD,1358500~2057000,658,2025_06,Z,スマートアシスト,22.6,レギュラー,10800,4,-,3395×1475×1655
628,SUBARU,ステラ,軽自動車,ハイトワゴン,4WD,1358500~2057000,658,2025_06,Z,スマートアシスト,20.6,レギュラー,10800,4,-,3395×1475×1670
629,SUBARU,ステラ,軽自動車,ハイトワゴン,2WD,1358500~2057000,658,2025_06,ZS,スマートアシスト,21.5,レギュラー,10800,4,-,3395×1475×1655
630,SUBARU,ステラ,軽自動車,ハイトワゴン,4WD,1358500~2057000,658,2025_06,ZS,スマートアシスト,19.9,レギュラー,10800,4,-,3395×1475×1670
631,SUBARU,BRZ,普通車,クーペ,2WD(MT),3322000~5478000,2387,2025_11,R 6MT,アイサイト,12,ハイオク,43500,4,210~457,4265×1775×1310
632,SUBARU,BRZ,普通車,クーペ,2WD,3322000~5478000,2387,2025_11,R E-6AT,アイサイト,11.8,ハイオク,43500,4,210~457,4265×1775×1310
633,SUBARU,BRZ,普通車,クーペ,2WD(MT),3322000~5478000,2387,2025_11,S 6MT,アイサイト,11.9,ハイオク,43500,4,210~457,4265×1775×1310
634,SUBARU,BRZ,普通車,クーペ,2WD,3322000~5478000,2387,2025_11,S E-6AT,アイサイト,11.7,ハイオク,43500,4,210~457,4265×1775×1310
635,SUBARU,BRZ,普通車,クーペ,2WD(MT),3322000~5478000,2387,2025_11,STI Sport 6MT,アイサイト,11.9,ハイオク,43500,4,210~457,4265×1775×1310
636,SUBARU,BRZ,普通車,クーペ,2WD,3322000~5478000,2387,2025_11,STI Sport E-6AT,アイサイト,11.7,ハイオク,43500,4,210~457,4265×1775×1310
637,SUBARU,BRZ,普通車,クーペ,2WD(MT),3322000~5478000,2387,2025_11,STI Sport TYPE RA 6MT,アイサイト,11.9,ハイオク,43500,4,210~457,4265×1775×1310
638,SUBARU,BRZ,普通車,クーペ,2WD(MT),3322000~5478000,2387,2025_11,STI Sport TYPE RA with Rear Spoiler 6MT,アイサイト,11.9,ハイオク,43500,4,210~457,4265×1775×1310
639,SUBARU,シフォン,軽自動車,ハイトワゴン,2WD,1485000~2106500,658,2024_12,L,スマートアシスト,22.7,レギュラー,10800,4,73~189,3395×1475×1755
640,SUBARU,シフォン,軽自動車,ハイトワゴン,4WD,1485000~2106500,658,2024_12,L,スマートアシスト,21.4,レギュラー,10800,4,73~189,3395×1475×1775
641,SUBARU,シフォン,軽自動車,ハイトワゴン,2WD,1485000~2106500,658,2024_12,G,スマートアシスト,21.9,レギュラー,10800,4,73~189,3395×1475×1755
642,SUBARU,シフォン,軽自動車,ハイトワゴン,4WD,1485000~2106500,658,2024_12,G,スマートアシスト,21.4,レギュラー,10800,4,73~189,3395×1475×1775
643,SUBARU,シフォンカスタム,軽自動車,ハイトワゴン,2WD,1485000~2106500,658,2024_12,R,スマートアシスト,21.9,レギュラー,10800,4,59~231,3395×1475×1755
644,SUBARU,シフォンカスタム,軽自動車,ハイトワゴン,4WD,1485000~2106500,658,2024_12,R,スマートアシスト,21.4,レギュラー,10800,4,59~231,3395×1475×1775
645,SUBARU,シフォンカスタム,軽自動車,ハイトワゴン,2WD,1485000~2106500,658,2024_12,RS,スマートアシスト,21.2,レギュラー,10800,4,59~231,3395×1475×1755
646,SUBARU,シフォンカスタム,軽自動車,ハイトワゴン,4WD,1485000~2106500,658,2024_12,RS,スマートアシスト,19.6,レギュラー,10800,4,59~231,3395×1475×1775
647,SUBARU,シフォンTRY,軽自動車,ハイトワゴン,2WD,1485000~2106500,658,2024_12,TRY,スマートアシスト,21.9,レギュラー,10800,4,169~201,3395×1475×1785
648,SUBARU,シフォンTRY,軽自動車,ハイトワゴン,4WD,1485000~2106500,658,2024_12,TRY,スマートアシスト,21.4,レギュラー,10800,4,169~201,3395×1475×1805
649,SUBARU,クロストレック,普通車,SUV,2WD,3014000~4053500,1995,2025_07,Touring,アイサイト,16.4,レギュラー (HEV),36000,5,185~453,4480×1800×1575
650,SUBARU,クロストレック,普通車,SUV,4WD,3014000~4053500,1995,2025_07,Touring,アイサイト,15.8,レギュラー (HEV),36000,5,185~453,4480×1800×1575
651,SUBARU,クロストレック,普通車,SUV,2WD,3014000~4053500,1995,2025_07,Limited,アイサイト,16.4,レギュラー (HEV),36000,5,185~453,4480×1800×1575
652,SUBARU,クロストレック,普通車,SUV,4WD,3014000~4053500,1995,2025_07,Limited,アイサイト,15.8,レギュラー (HEV),36000,5,185~453,4480×1800×1575
653,SUBARU,クロストレック,普通車,SUV,2WD,3014000~4053500,1995,2025_07,Limited Style Edition,アイサイト,16.4,レギュラー (HEV),36000,5,185~453,4480×1800×1575
654,SUBARU,クロストレック,普通車,SUV,4WD,3014000~4053500,1995,2025_07,Limited Style Edition,アイサイト,15.8,レギュラー (HEV),36000,5,185~453,4480×1800×1575
655,SUBARU,クロストレック,普通車,SUV,4WD,3014000~4053500,2498,2025_07,Premium S:HEV,アイサイト,18.9,レギュラー (HEV),43500,5,185~453,4480×1800×1575
656,SUBARU,クロストレック,普通車,SUV,4WD,3014000~4053500,2498,2025_07,Premium S:HEV EX,アイサイトX,18.9,レギュラー (HEV),43500,5,185~453,4480×1800×1575
657,SUBARU,クロストレック,普通車,SUV,4WD,3014000~4053500,1995,2025_07,Touring WILDERNESS Edition,アイサイト,15.8,レギュラー (HEV),36000,5,185~453,4480×1800×1580
658,SUBARU,クロストレック,普通車,SUV,4WD,3014000~4053500,1995,2025_07,Limited WILDERNESS Edition,アイサイト,15.8,レギュラー (HEV),36000,5,185~453,4480×1800×1580
659,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,2498,2025_04,Premium S:HEV,アイサイトX,18.4,レギュラー (HEV),43500,5,417~629,4655×1830×1730
660,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,2498,2025_04,Premium S:HEV EX,アイサイトX,18.4,レギュラー (HEV),43500,5,417~629,4655×1830×1730
661,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,2498,2025_04,X-BREAK S:HEV,アイサイト,18.8,レギュラー (HEV),43500,5,417~629,4655×1830×1730
662,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,2498,2025_04,X-BREAK S:HEV EX,アイサイトX,18.8,レギュラー (HEV),43500,5,417~629,4655×1830×1730
663,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,1795,2025_04,SPORT,アイサイト,13.6,レギュラー,36000,5,417~629,4655×1830×1730
664,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,1795,2025_04,SPORT EX,アイサイトX,13.6,レギュラー,36000,5,417~629,4655×1830×1730
665,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,1795,2025_04,SPORT Black Selection,アイサイト,13.6,レギュラー,36000,5,417~629,4655×1830×1730
666,SUBARU,フォレスター,普通車,SUV,4WD,4048000~4598000,1795,2025_04,SPORT EX Black Selection,アイサイトX,13.6,レギュラー,36000,5,417~629,4655×1830×1730
667,SUBARU,インプレッサ,普通車,ハッチバック,2WD,2744500~3514500,1995,2025_07,ST,アイサイト,14,レギュラー,36000,5,134~355,4475×1780×1480
668,SUBARU,インプレッサ,普通車,ハッチバック,4WD,2744500~3514500,1995,2025_07,ST,アイサイト,13.6,レギュラー,36000,5,134~355,4475×1780×1480
669,SUBARU,インプレッサ,普通車,ハッチバック,2WD,2744500~3514500,1995,2025_07,ST Smart Edition,アイサイト,14,レギュラー,36000,5,134~355,4475×1780×1480
670,SUBARU,インプレッサ,普通車,ハッチバック,4WD,2744500~3514500,1995,2025_07,ST Smart Edition,アイサイト,13.6,レギュラー,36000,5,134~355,4475×1780×1480
671,SUBARU,インプレッサ,普通車,ハッチバック,2WD,2744500~3514500,1995,2025_07,ST Black Selection,アイサイト,14,レギュラー,36000,5,134~355,4475×1780×1480
672,SUBARU,インプレッサ,普通車,ハッチバック,4WD,2744500~3514500,1995,2025_07,ST Black Selection,アイサイト,13.6,レギュラー,36000,5,134~355,4475×1780×1480
673,SUBARU,インプレッサ,普通車,ハッチバック,2WD,2744500~3514500,1995,2025_07,ST Style Edition,アイサイト,14,レギュラー,36000,5,134~355,4475×1780×1480
674,SUBARU,インプレッサ,普通車,ハッチバック,4WD,2744500~3514500,1995,2025_07,ST Style Edition,アイサイト,13.6,レギュラー,36000,5,134~355,4475×1780×1480
675,SUBARU,インプレッサ,普通車,ハッチバック,2WD,2744500~3514500,1995,2025_07,ST-G,アイサイト,16.6,レギュラー (HEV),36000,5,134~355,4475×1780×1515
676,SUBARU,インプレッサ,普通車,ハッチバック,4WD,2744500~3514500,1995,2025_07,ST-G,アイサイト,16,レギュラー (HEV),36000,5,134~355,4475×1780×1515
677,SUBARU,インプレッサ,普通車,ハッチバック,2WD,2744500~3514500,1995,2025_07,ST-H,アイサイト,16.6,レギュラー (HEV),36000,5,134~355,4475×1780×1515
678,SUBARU,インプレッサ,普通車,ハッチバック,4WD,2744500~3514500,1995,2025_07,ST-H,アイサイト,16,レギュラー (HEV),36000,5,134~355,4475×1780×1515
679,SUBARU,インプレッサ,普通車,ハッチバック,2WD,2744500~3514500,1995,2025_07,ST-H Style Edition,アイサイト,16.6,レギュラー (HEV),36000,5,134~355,4475×1780×1515
680,SUBARU,インプレッサ,普通車,ハッチバック,4WD,2744500~3514500,1995,2025_07,ST-H Style Edition,アイサイト,16,レギュラー (HEV),36000,5,134~355,4475×1780×1515
681,SUBARU,ジャスティ,普通車,ミニバン,2WD,2169200~2369400,996,2022_07,ジャスティ,スマートアシスト,18.4,レギュラー,30500,5,39~221,3705×1670×1735
682,SUBARU,ジャスティ,普通車,ミニバン,4WD,2169200~2369400,996,2022_07,ジャスティ,スマートアシスト,16.8,レギュラー,30500,5,39~221,3705×1670×1735
683,SUBARU,レイバック,普通車,SUV,4WD,3993000~4246000,1795,2024_12,Limited EX,アイサイトX,13.6,レギュラー,36000,5,270~442,4770×1820×1570
684,SUBARU,レイバック,普通車,SUV,4WD,3993000~4246000,1795,2024_12,Black Selection,アイサイトX,13.6,レギュラー,36000,5,270~442,4770×1820×1570
685,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,1795,2024_12,GT-H EX,アイサイトX,13.5,レギュラー,36000,5,175~572,4755×1795×1500
686,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,1795,2024_12,Smart Edition EX,アイサイトX,13.5,レギュラー,36000,5,175~572,4755×1795×1500
687,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,1795,2024_12,STI Sport EX,アイサイトX,13.5,レギュラー,36000,5,175~572,4755×1795×1500
688,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,1795,2024_12,STI Sport EX Black Interior Selection,アイサイトX,13.5,レギュラー,36000,5,175~572,4755×1795×1500
689,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,2387,2024_12,STI Sport R EX,アイサイトX,11,ハイオク,43500,5,175~572,4755×1795×1500
690,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,2387,2024_12,STI Sport R EX Black Interior Selection,アイサイトX,11,ハイオク,43500,5,175~572,4755×1795×1500
691,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,1795,2024_12,STI Sport R-Black Limited (1.8L),アイサイトX,13.5,レギュラー,36000,5,175~572,4755×1795×1500
692,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,2387,2024_12,STI Sport R-Black Limited (2.4L),アイサイトX,11,ハイオク,43500,5,175~572,4755×1795×1500
693,SUBARU,レヴォーグ,普通車,ワゴン,4WD,3630000~5368000,1795,2024_12,V-SPORT,アイサイトX,13.5,レギュラー,36000,5,175~572,4755×1795×1500
694,SUBARU,プレオプラス,軽自動車,ハッチバック,2WD,1036200~1446500,658,2024_10,F,スマートアシストⅢ,25,レギュラー,10800,4,28~127,3395×1475×1500
695,SUBARU,プレオプラス,軽自動車,ハッチバック,4WD,1036200~1446500,658,2024_10,F,スマートアシストⅢ,23.2,レギュラー,10800,4,28~127,3395×1475×1510
696,SUBARU,プレオプラス,軽自動車,ハッチバック,2WD,1036200~1446500,658,2024_10,L,スマートアシストⅢ,25,レギュラー,10800,4,28~127,3395×1475×1500
697,SUBARU,プレオプラス,軽自動車,ハッチバック,4WD,1036200~1446500,658,2024_10,L,スマートアシストⅢ,23.2,レギュラー,10800,4,28~127,3395×1475×1510
698,SUBARU,プレオプラス,軽自動車,ハッチバック,2WD,1036200~1446500,658,2024_10,G,スマートアシストⅢ,25,レギュラー,10800,4,28~127,3395×1475×1500
699,SUBARU,プレオプラス,軽自動車,ハッチバック,4WD,1036200~1446500,658,2024_10,G,スマートアシストⅢ,23.2,レギュラー,10800,4,28~127,3395×1475×1510
700,SUBARU,REX,普通車,SUV,2WD,1910700~2608100,1196,2025_06,G,スマートアシスト,20.7,レギュラー,30500,5,179~281,3995×1695×1620
701,SUBARU,REX,普通車,SUV,2WD,1910700~2608100,1196,2025_06,Z,スマートアシスト,20.7,レギュラー,30500,5,179~281,3995×1695×1620
702,SUBARU,REX,普通車,SUV,4WD,1910700~2608100,996,2025_06,G,スマートアシスト,17.4,レギュラー,30500,5,179~281,3995×1695×1620
703,SUBARU,REX,普通車,SUV,4WD,1910700~2608100,996,2025_06,Z,スマートアシスト,17.4,レギュラー,30500,5,179~281,3995×1695×1620
704,SUBARU,REX,普通車,SUV,2WD,1910700~2608100,1196,2025_06,G HYBRID,スマートアシスト,28,レギュラー (HEV),30500,5,179~281,3995×1695×1620
705,SUBARU,REX,普通車,SUV,2WD,1910700~2608100,1196,2025_06,Z HYBRID,スマートアシスト,28,レギュラー (HEV),30500,5,179~281,3995×1695×1620
706,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD(MT),1100000~1969000,658,2024_11,VB,スマートアシスト,14.9,レギュラー,10800,4,15~550,3395×1475×1890
707,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD(MT),1100000~1969000,658,2024_11,VB,スマートアシスト,14.9,レギュラー,10800,4,15~550,3395×1475×1890
708,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD,1100000~1969000,658,2024_11,VB,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
709,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD,1100000~1969000,658,2024_11,VB,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
710,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD,1100000~1969000,658,2024_11,VBクリーン,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
711,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD,1100000~1969000,658,2024_11,VBクリーン,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
712,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD(MT),1100000~1969000,658,2024_11,トランスポーター,スマートアシスト,14.9,レギュラー,10800,4,15~550,3395×1475×1890
713,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD(MT),1100000~1969000,658,2024_11,トランスポーター,スマートアシスト,14.9,レギュラー,10800,4,15~550,3395×1475×1890
714,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD,1100000~1969000,658,2024_11,トランスポーター,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
715,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD,1100000~1969000,658,2024_11,トランスポーター,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
716,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD(MT),1100000~1969000,658,2024_11,VC,スマートアシスト,14.9,レギュラー,10800,4,15~550,3395×1475×1890
717,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD(MT),1100000~1969000,658,2024_11,VC,スマートアシスト,14.9,レギュラー,10800,4,15~550,3395×1475×1890
718,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD,1100000~1969000,658,2024_11,VC,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
719,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD,1100000~1969000,658,2024_11,VC,スマートアシスト,15.6,レギュラー,10800,4,15~550,3395×1475×1890
720,SUBARU,サンバーバン,軽自動車,バン/トラック,2WD,1100000~1969000,658,2024_11,VCターボ,スマートアシスト,14.7,レギュラー,10800,4,15~550,3395×1475×1890
721,SUBARU,サンバーバン,軽自動車,バン/トラック,4WD,1100000~1969000,658,2024_11,VCターボ,スマートアシスト,14.7,レギュラー,10800,4,15~550,3395×1475×1890
722,SUBARU,サンバーバン,軽自動車,ハイトワゴン,2WD,1100000~1969000,658,2024_11,ディアス,スマートアシスト,14.7,レギュラー,10800,4,15~550,3395×1475×1890
723,SUBARU,サンバーバン,軽自動車,ハイトワゴン,4WD,1100000~1969000,658,2024_11,ディアス,スマートアシスト,14.7,レギュラー,10800,4,15~550,3395×1475×1890
724,SUBARU,ソルテラ,普通車,SUV,2WD,5170000~6050000,-,2025_11,FWD,SUBARU Safety Sense,113,電気 (BEV),25000,5,352~547,4690×1860×1650
725,SUBARU,ソルテラ,普通車,SUV,4WD,5170000~6050000,-,2025_11,ET-SS,SUBARU Safety Sense,121,電気 (BEV),25000,5,352~547,4690×1860×1650
726,SUBARU,ソルテラ,普通車,SUV,4WD,5170000~6050000,-,2025_11,ET-HS,SUBARU Safety Sense,121,電気 (BEV),25000,5,352~547,4690×1860×1650
727,SUBARU,WRX S4,普通車,セダン,4WD,4477000~5302000,2387,2024_12,GT-H EX,アイサイトX,10.8,ハイオク,43500,5,243~1020,4670×1825×1465
728,SUBARU,WRX S4,普通車,セダン,4WD,4477000~5302000,2387,2024_12,STI Sport R EX,アイサイトX,10.8,ハイオク,43500,5,243~1020,4670×1825×1465
729,SUBARU,WRX S4,普通車,セダン,4WD,4477000~5302000,2387,2024_12,STI Sport R-Black Limited,アイサイトX,10.8,ハイオク,43500,5,243~1020,4670×1825×1465
730,MITSUBISHI,デリカD:2,普通車,ミニバン,2WD,2101000~2698300,1197,2025_02,HYBRID MZ,e-Assist,22,レギュラー (HEV),30500,5,138~269,3810×1645×1745
731,MITSUBISHI,デリカD:2,普通車,ミニバン,4WD,2101000~2698300,1197,2025_02,HYBRID MZ,e-Assist,20.7,レギュラー (HEV),30500,5,138~269,3810×1645×1745
732,MITSUBISHI,デリカD:2,普通車,ミニバン,2WD,2101000~2698300,1197,2025_02,CUSTOM HYBRID MV,e-Assist,22,レギュラー (HEV),30500,5,138~269,3810×1645×1745
733,MITSUBISHI,デリカD:2,普通車,ミニバン,4WD,2101000~2698300,1197,2025_02,CUSTOM HYBRID MV,e-Assist,20.7,レギュラー (HEV),30500,5,138~269,3810×1645×1745
734,MITSUBISHI,デリカD:2,普通車,ミニバン,2WD,2101000~2698300,1197,2025_02,HYBRID MX,e-Assist,22,レギュラー (HEV),30500,5,138~269,3810×1645×1745
735,MITSUBISHI,デリカD:2,普通車,ミニバン,4WD,2101000~2698300,1197,2025_02,HYBRID MX,e-Assist,20.7,レギュラー (HEV),30500,5,138~269,3810×1645×1745
736,MITSUBISHI,デリカD:2,普通車,ミニバン,2WD,2101000~2698300,1197,2025_02,CUSTOM HYBRID MV 全方位カメラ付ナビパッケージ,e-Assist,22,レギュラー (HEV),30500,5,138~269,3810×1645×1745
737,MITSUBISHI,デリカD:2,普通車,ミニバン,4WD,2101000~2698300,1197,2025_02,CUSTOM HYBRID MV 全方位カメラ付ナビパッケージ,e-Assist,20.7,レギュラー (HEV),30500,5,138~269,3810×1645×1745
738,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,M,e-Assist,12.6,ディーゼル,43500,8,32~732,4800×1795×1875
739,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,G-Power Package,e-Assist,12.6,ディーゼル,43500,7,32~732,4800×1795×1875
740,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,G-Power Package,e-Assist,12.6,ディーゼル,43500,8,32~732,4800×1795×1875
741,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,G,e-Assist,12.6,ディーゼル,43500,7,32~732,4800×1795×1875
742,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,G,e-Assist,12.6,ディーゼル,43500,8,32~732,4800×1795×1875
743,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,P,e-Assist,12.6,ディーゼル,43500,7,32~732,4800×1795×1875
744,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,BLACK Edition,e-Assist,12.6,ディーゼル,43500,7,32~732,4800×1795×1875
745,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,URBAN GEAR G-Power Package,e-Assist,12.6,ディーゼル,43500,8,32~732,4800×1795×1875
746,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,URBAN GEAR G-Power Package,e-Assist,12.6,ディーゼル,43500,7,32~732,4800×1795×1875
747,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,URBAN GEAR P,e-Assist,12.6,ディーゼル,43500,8,32~732,4800×1795×1875
748,MITSUBISHI,デリカD:5,普通車,ミニバン,4WD,4222900~4688200,2267,2025_10,URBAN GEAR P,e-Assist,12.6,ディーゼル,43500,7,32~732,4800×1795×1875
749,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,2WD,1964600~2740100,659,2025_10,T Premium,e-Assist,19.5,レギュラー,10800,4,214~361,3395×1475×1785
750,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,2WD,1964600~2740100,659,2025_10,T,e-Assist,19.5,レギュラー,10800,4,214~361,3395×1475×1785
751,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,2WD,1964600~2740100,659,2025_10,T DELIMARU Package,e-Assist,19.5,レギュラー,10800,4,214~361,3395×1475×1785
752,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,2WD,1964600~2740100,659,2025_10,G Premium,e-Assist,21,レギュラー,10800,4,214~361,3395×1475×1785
753,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,2WD,1964600~2740100,659,2025_10,G,e-Assist,21,レギュラー,10800,4,214~361,3395×1475×1785
754,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,2WD,1964600~2740100,659,2025_10,G DELIMARU Package,e-Assist,21,レギュラー,10800,4,214~361,3395×1475×1785
755,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,4WD,1964600~2740100,659,2025_10,T Premium,e-Assist,17.8,レギュラー,10800,4,214~361,3395×1475×1815
756,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,4WD,1964600~2740100,659,2025_10,T,e-Assist,17.8,レギュラー,10800,4,214~361,3395×1475×1815
757,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,4WD,1964600~2740100,659,2025_10,T DELIMARU Package,e-Assist,17.8,レギュラー,10800,4,214~361,3395×1475×1815
758,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,4WD,1964600~2740100,659,2025_10,G Premium,e-Assist,18.8,レギュラー,10800,4,214~361,3395×1475×1815
759,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,4WD,1964600~2740100,659,2025_10,G,e-Assist,18.8,レギュラー,10800,4,214~361,3395×1475×1815
760,MITSUBISHI,デリカミニ,軽自動車,ハイトワゴン,4WD,1964600~2740100,659,2025_10,G DELIMARU Package,e-Assist,18.8,レギュラー,10800,4,214~361,3395×1475×1815
761,MITSUBISHI,エクリプスクロス,普通車,SUV,2WD,2773100~4650800,1498,2023_12,M,e-Assist,13.4,レギュラー,30500,5,166~463,4545×1805×1685
762,MITSUBISHI,エクリプスクロス,普通車,SUV,2WD,2773100~4650800,1498,2023_12,G,e-Assist,13.4,レギュラー,30500,5,166~463,4545×1805×1685
763,MITSUBISHI,エクリプスクロス,普通車,SUV,2WD,2773100~4650800,1498,2023_12,P,e-Assist,13.4,レギュラー,30500,5,166~463,4545×1805×1685
764,MITSUBISHI,エクリプスクロス,普通車,SUV,2WD,2773100~4650800,1498,2023_12,BLACK Edition (特別仕様車),e-Assist,13.4,レギュラー,30500,5,166~463,4545×1805×1685
765,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,1498,2023_12,M,e-Assist,12.4,レギュラー,30500,5,166~463,4545×1805×1685
766,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,1498,2023_12,G,e-Assist,12.4,レギュラー,30500,5,166~463,4545×1805×1685
767,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,1498,2023_12,P,e-Assist,12.4,レギュラー,30500,5,166~463,4545×1805×1685
768,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,1498,2023_12,BLACK Edition (特別仕様車),e-Assist,12.4,レギュラー,30500,5,166~463,4545×1805×1685
769,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,2359,2023_12,M,e-Assist,16.4,レギュラー (PHEV),43500,5,166~463,4545×1805×1685
770,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,2359,2023_12,G,e-Assist,16.4,レギュラー (PHEV),43500,5,166~463,4545×1805×1685
771,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,2359,2023_12,P,e-Assist,16.4,レギュラー (PHEV),43500,5,166~463,4545×1805×1685
772,MITSUBISHI,エクリプスクロス,普通車,SUV,4WD,2773100~4650800,2359,2023_12,BLACK Edition (特別仕様車),e-Assist,16.4,レギュラー (PHEV),43500,5,166~463,4545×1805×1685
773,MITSUBISHI,eK SPACE,軽自動車,ハイトワゴン,2WD,1749000~1809500,659,2025_10,M,e-Assist,21,レギュラー,10800,4,-,3395×1475×1785
774,MITSUBISHI,eK SPACE,軽自動車,ハイトワゴン,2WD,1749000~1809500,659,2025_10,G,e-Assist,21,レギュラー,10800,4,-,3395×1475×1785
